NPI	NPPES_PROVIDER_LAST_ORG_NAME	NPPES_PROVIDER_FIRST_NAME	NPPES_PROVIDER_CITY	NPPES_PROVIDER_STATE	SPECIALTY_DESC	DESCRIPTION_FLAG	DRUG_NAME	GENERIC_NAME	BENE_COUNT	TOTAL_CLAIM_COUNT	TOTAL_DAY_SUPPLY	TOTAL_DRUG_COST	BENE_COUNT_GE65	BENE_COUNT_GE65_REDACT_FLAG	TOTAL_CLAIM_COUNT_GE65	GE65_REDACT_FLAG	TOTAL_DAY_SUPPLY_GE65	TOTAL_DRUG_COST_GE65
1295734374	KAUFMAN	RONALD	PLYMOUTH	MN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	1350	7756.3		#		#		
1144279639	KAUFMAN	STEVEN	CHERRY HILL	NJ	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		12	353	1638.56		*	12		353	1638.56
1609850262	KAUR	BHAVJOT	EDINA	MN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	390	1712.53		*	11		390	1712.53
1932148913	KAVALER	ROBERT	PARAMUS	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	780	4349.62		#		#		
1508863440	KAVALIER	MORTON	CHEVY CHASE	MD	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		31	1530	8581.05		*	31		1530	8581.05
1700853454	KAVANAUGH	PATRICK	CONCORD	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	480	3084.76		*	12		480	3084.76
1851385447	KAVEH	SASSAN	LAS VEGAS	NV	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	1080	5495.33		*		*		
1003851965	KAVIANI	KIAN	BETHESDA	MD	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	660	3864.42		#		#		
1427103035	KAWACHI	MILDRED	BERKELEY	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	1200	5820.21		#		#		
1558363556	KAY	JEROME	SANTA BARBARA	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		16	720	3935.65		*	16		720	3935.65
1376634915	KAYKOVA	YEVGENIYA	NEW YORK	NY	Infectious Disease	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2314.57		*	12		360	2314.57
1144334533	KAYNE	DAVID	ENCINO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2233.82		*	15		450	2233.82
1649214305	KAYROV	VALERIY	FAR ROCKAWAY	NY	Osteopathic Manipulative Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2168.98		*	12		360	2168.98
1417914334	KAYS	BRADLEY	NEWPORT BEACH	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	690	3479.18		*	13		690	3479.18
1285635110	KAYSER	BRADLEY	SAN ANTONIO	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	810	4312.21		*	12		810	4312.21
1487633772	KAZAKOV	VALERI	BRONX	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM	52	371	11130	61933.28		#	358		10740	59405.63
1588640874	KAZEMI	AHMAD	KENILWORTH	NJ	General Practice	S	LIPITOR	ATORVASTATIN CALCIUM		17	870	4342.46		#		#		
1487619888	KAZMI	SYED	NEW ALBANY	IN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1522.62		*	11		330	1522.62
1760470900	KAZZAZ	NELLY	LIVERPOOL	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	540	3130.68		#		#		
1861401085	KEANEY	STEPHANIE	STURBRIDGE	MA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2362.71		*	12		360	2362.71
1588676852	KEATING	HERBERT	BLOOMFIELD	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	930	3615.23		*	11		930	3615.23
1689663684	KEEFE	KEVIN	LOVELAND	CO	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2370.9		*	12		360	2370.9
1881689248	KEEKER	MICHAEL	GLADSTONE	MI	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	390	2562.79		*	11		390	2562.79
1396839577	KEHL	R.SCOTT	FREMONT	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		16	660	3766.62		*	16		660	3766.62
1427067339	KEIBEL	MARTIN	MANCHESTER	CT	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	1080	5348.34		*	12		1080	5348.34
1841264694	KEITH	ARTHUR	HUNTINGTON PARK	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1704.06		*	12		360	1704.06
1023257680	KEITH	JOSHUA	JACKSONVILLE	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		14	720	3908.03		*	14		720	3908.03
1306874730	KEITH	LON	LEXINGTON	KY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2376.12		*	12		360	2376.12
1487749693	KELBER	MICHAEL	SALEM	OR	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		35	1290	6145.47		*	35		1290	6145.47
1841264025	KELBERG	BERNARD	HAMILTON	NJ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		15	1350	6961.18		*	15		1350	6961.18
1871533646	KELEMEN	INA	FARMINGDALE	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2188.58		*	11		330	2188.58
1922107473	KELLEHER	ROBERT	ALBANY	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	720	3682.97		*	14		720	3682.97
1205928876	KELLER	ANDREW	FAIRFAX	VA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		19	810	4297.87		*	19		810	4297.87
1124032594	KELLER	HOWARD	KAILUA	HI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		43	2190	11000.68		#		#		
1528064094	KELLER	LARRY	WYNCOTE	PA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	495	2057.2		*	21		495	2057.2
1013967520	KELLER	MALVIN	EDISON	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	1260	7203.97		*	14		1260	7203.97
1821062183	KELLER	MICHAEL	AVONDALE	AZ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	450	2883.6		#		#		
1639189038	KELLER	PETER	BRONX	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2770.22		*	14		420	2770.22
1285780635	KELLER	RAYMOND	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	450	2318.95		*	11		450	2318.95
1891717211	KELLER	WAYNE	BRYN MAWR	PA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	450	2151.55		*	11		450	2151.55
1922095603	KELLEY	LAWRENCE	LONGWOOD	FL	General Practice	S	LIPITOR	ATORVASTATIN CALCIUM		16	780	4925.97		*	16		780	4925.97
1679654057	KELLEY	TIMOTHY	HUNTERSVILLE	NC	Physician Assistant	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2196.73	0		0		0	0
1043252208	KELLOGG	SPENCER	MIAMI	FL	Obstetrics/Gynecology	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2540.86		*	13		390	2540.86
1174599211	KELLY	JOHN	AUBURN	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	1470	5212.83		*	24		1470	5212.83
1265540686	KELLY	JOHN	BLOOMFIELD	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	630	2630.77		*		*		
1598747396	KELLY	PATRICK	MURRAY	KY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	332	1503.65		*	11		332	1503.65
1902902182	KELLY	THOMAS	GREENSBORO	NC	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	335	2203.64	0		0		0	0
1861598500	KEMPERT	RICHARD	DANA POINT	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	510	2956.16		*		*		
1780671149	KEMPNER	STEVEN	EAST PROVIDENCE	RI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	660	3638.06		*		*		
1457398570	KENNAR	JEAN	SARASOTA	FL	General Surgery	S	LIPITOR	ATORVASTATIN CALCIUM		11	785	4187.76		*	11		785	4187.76
1780665448	KENNEDY	JOHN	MARION	IN	General Practice	S	LIPITOR	ATORVASTATIN CALCIUM		36	1095	7566.39		*	12		365	2522.09
1851383145	KENNETT	JERRY	COLUMBIA	MO	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	630	3292.23		*	13		630	3292.23
1487699641	KENNEY	RICK	NEWPORT BEACH	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	780	3352.26		*	19		780	3352.26
1326019118	KENNISH	ARTHUR	NEW YORK	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM	16	49	2910	15647.64	16		49		2910	15647.64
1346284296	KENT	LAWRENCE	SOUTH EUCLID	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1813.05		*	13		390	1813.05
1811915986	KENT	STEVEN	SANTA BARBARA	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	1233.97		#		#		
1194785899	KEPP	EDWARD	ALBEMARLE	NC	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2334.54		#		#		
1427025055	KEREIAKES	DEAN	CINCINNATI	OH	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		28	1140	7056.88		*	28		1140	7056.88
1558349159	KEREK	WILLIAM	AKRON	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		28	348	2528.3		*	28		348	2528.3
1568538593	KERENDI	FAROUGH	LOS ANGELES	CA	General Practice	S	LIPITOR	ATORVASTATIN CALCIUM		30	593	3189.41		*	30		593	3189.41
1881697696	KERLAN	ROBERT	MEMPHIS	TN	Gastroenterology	S	LIPITOR	ATORVASTATIN CALCIUM		16	900	4876.66		*	16		900	4876.66
1174518237	KERNICH	JOSEPH	PUNXSUTAWNEY	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		14	660	3949.71		*	14		660	3949.71
1508892258	KERPEN	HOWARD	NEW HYDE PARK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		31	2310	14032.76		*	31		2310	14032.76
1871681353	KERR	WILLIAM	WAINSCOTT	NY	General Practice	S	LIPITOR	ATORVASTATIN CALCIUM		15	510	2664.41		*	15		510	2664.41
1730155730	KERRIGAN	FRANK	PALM DESERT	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1667.16		*	12		360	1667.16
1689632523	KERSTEIN	JOSHUA	BROOKLYN	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1607.43		*	11		330	1607.43
1750325650	KERSTEIN	STANLEY	DENVER	CO	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	540	2787.49		*	14		540	2787.49
1003977125	KERSTEN	ROGER	MASSAPEQUA	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		16	990	5760.42		*		*		
1235185950	KESAV	PRASHANTH	CINCINNATI	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2182.72	0		0		0	0
1316946478	KESSELBRENNER	MICHAEL	RIDGEWOOD	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		18	960	4877.01		*	18		960	4877.01
1649242181	KESSELHAUT	MARC	OAKLAND	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	690	3787.27		*		*		
1679500086	KESSLER	FRANK	BREWSTER	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	480	2271.52		*	16		480	2271.52
1639268311	KESZLER	KORNELIA	MADISON	CT	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		27	1050	4744.98		*	27		1050	4744.98
1346228970	KETTELKAMP	JAMES	BETTENDORF	IA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	780	4287.21		*	24		780	4287.21
1134103732	KEY	JOHN	WYOMING	MI	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2352.01		*	12		360	2352.01
1407956600	KEYES	GREGORY	BAINBRIDGE ISLAND	WA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2369.34		*	12		360	2369.34
1114925922	KHADOUR	LUNA	ORANGE PARK	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	690	3665.64		*	13		690	3665.64
1578586681	KHAIRI	RASHID	INDIANAPOLIS	IN	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1524.27		*	11		330	1524.27
1629001797	KHALIL	ZAID	VIENNA	VA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		16	1140	6524.67		#		#		
1194055491	KHALILOVA	ROZA	BROOKLYN	NY	Physician Assistant	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2975.83		#		#		
1134196116	KHALSA	ANGAD	BUCKINGHAM	PA	Physician Assistant	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1542.41		*	11		330	1542.41
1912984063	KHAN	AIJAZ	OCEANSIDE	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		15	690	3037.29		*	15		690	3037.29
1235139239	KHAN	ATTIYA	CYPRESS	TX	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		18	540	3439.38		*	18		540	3439.38
1861434896	KHAN	FARAH	CHICAGO	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	510	2749.4		*	11		510	2749.4
1326039678	KHAN	FAUZIA	ARCADIA	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	630	4087.23		*	17		630	4087.23
1447472204	KHAN	KAMRAN	FEDERAL WAY	WA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1474.05		*	11		330	1474.05
1649230988	KHAN	MOHAMED	REDDING	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	570	3650.84		*	11		570	3650.84
1578527727	KHAN	MOHAMMAD	MESQUITE	TX	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	600	3241.38		*		*		
1356334031	KHAN	MUHAMMAD	MCKINNEY	TX	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1524.27		*	11		330	1524.27
1629047857	KHAN	MUJTABA	DAYTON	OH	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2369.34	0		0		0	0
1669411120	KHAN	NASIR	AMHERST	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	600	3730.62		*		*		
1518098458	KHAN	RAJEEV	BROOKLYN	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2940.85		*		*		
1437268216	KHAN	SALEEM	LONDON	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		25	820	4058.05		*	12		365	1782.88
1366530800	KHAN	SHAKEEL	GLENDALE	AZ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2385.05		*	12		360	2385.05
1851393540	KHAN	WAJAHAT	ELK GROVE	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	780	5008.01		*	18		780	5008.01
1962424655	KHAN	YUSUF	MORRISVILLE	PA	Pulmonary Disease	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2188.58		*	11		330	2188.58
1861426470	KHANGURA	SUKHDEV	CARMICHAEL	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2370.9		*	12		360	2370.9
1104909712	KHANNA	ANIRUDH	HACKETTSTOWN	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		18	1080	6561.97		*	18		1080	6561.97
1063404242	KHANNA	SUNIL	METUCHEN	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM	12	55	2956	15969.29	12		55		2956	15969.29
1255358164	KHANUKAYEVA	RENA	STATEN ISLAND	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2847.43		*		*		
1275554495	KHARASH	GALINA	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2312.46		*	12		360	2312.46
1962585851	KHARITON	ALEKSANDR	FOREST HILLS	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	690	3858.64		*		*		
1669442505	KHASILEVA	VERA	WEST BLOOMFIELD	MI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	340	1586.56		*	11		340	1586.56
1528140639	KHATORE	MANOJ	OXNARD	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2729.65		*	14		420	2729.65
1184603631	KHAWAJA	YOUSSEF	PLANTSVILLE	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	990	5130.81		*	11		990	5130.81
1487631909	KHEDER	ABDUL-HADY	HAMILTON	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2776.41		*	14		420	2776.41
1083653521	KHENY	MIRA	MERCHANTVILLE	NJ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2396.88		*	12		360	2396.88
1609825736	KHESINA	LARISA	FLUSHING	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		27	990	4499.95		#		#		
1629180310	KHETRAPAL	RABIN	FREMONT	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2392.26		*	12		360	2392.26
1962460196	KHIMANI	KARIM	ELIZABETH	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		20	900	5538.93		*	20		900	5538.93
1881655199	KHIN	NU	ALHAMBRA	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		32	1020	5640.91		*	32		1020	5640.91
1538154075	KHLUDENEV	KONSTANTIN	ROCKVILLE	MD	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2377.64		#		#		
1053495390	KHODOSH	ZINAIDA	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2640.28		*	14		420	2640.28
1619989514	KHORETS	BORIS	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		29	930	5391.43		*	29		930	5391.43
1881859221	KHORRAMI	SANAZ	NEWPORT BEACH	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	570	2900.63		#		#		
1558340034	KHORSANDI	MEHRAN	LOS ANGELES	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM	11	49	1530	8596.51		*	37		1170	6931.51
1295779197	KHOURI	SAMI	FOLSOM	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	480	3092.73		*	14		480	3092.73
1811963002	KHOURY	SALIM	FLUSHING	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	780	4837.28		*		*		
1245227552	KHOURY	WAEL	GARFIELD HTS	OH	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2382.24		#		#		
1144253717	KHURI	BAHJI	BATON ROUGE	LA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	690	4330.85		*	15		690	4330.85
1396792594	KHUSSEYN	ALI	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	510	2552.64		*	17		510	2552.64
1669456943	KIEFABER	ROBERT	KETTERING	OH	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		22	660	3787.98		*	22		660	3787.98
1982653002	KIEFL	HUBERTUS	JAMAICA PLAIN	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	480	3216.07		*		*		
1447358726	KIEL	DAVID	TAYLORVILLE	IL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2150.31		*	11		330	2150.31
1104945138	KIELAR	FRANCIS	BUTLER	NJ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	660	3551.08		*	12		660	3551.08
1043318819	KIERNAN	HOWARD	NEW YORK	NY	Orthopedic Surgery	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1532.18		*	11		330	1532.18
1649262833	KIEWE	RANDY	LAKE SUCCESS	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	750	4605.78		*		*		
1235210956	KIGEL	INNA	KEW GARDENS	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		63	1890	11961.8		*	63		1890	11961.8
1831355270	KIGORWE	KENNETH	LOGANSPORT	IN	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	430	2838.03		*	11		430	2838.03
1679574057	KILPATRICK	KEVIN	BATON ROUGE	LA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		29	923	6311.4		*	29		923	6311.4
1821142167	KIM	BANG	IRVINE	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		26	780	3600.86		*	26		780	3600.86
1528083557	KIM	DOHWA	LOS ANGELES	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	916.68		*		*		
1598941734	KIM	DUKEE	HONOLULU	HI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		42	2160	11586.94		*	42		2160	11586.94
1699976159	KIM	GENE	SAN FRANCISCO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	840	3820.08		*	18		840	3820.08
1407892268	KIM	JAI	RENSSELAER	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1790.82		*	12		360	1790.82
1891998043	KIM	JOSEPH	PORTLAND	OR	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	584	3152.28		*	13		584	3152.28
1457384315	KIM	KAREN	NEWPORT BEACH	CA	Emergency Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	450	2083.29		*	11		450	2083.29
1558363119	KIM	KYUNG	SHELBY TWP	MI	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	810	4387.21		*	13		810	4387.21
1487633228	KIM	MARK	ORCHARD PARK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	510	2762.7		#		#		
1831245034	KIM	MEEKYUNG	ATLANTA	GA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	450	2058.93		#		#		
1144291097	KIM	MICHAEL	FAIRFAX	VA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM	11	16	1020	6007.76		#		#		
1861460966	KIM	MUN	WELLESLEY	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1954.25		#		#		
1619015849	KIM	MYUNG JIN	CLEVELAND	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	600	3820.93		*	14		600	3820.93
1689635088	KIM	SALLY	LA JOLLA	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		22	900	4025.49		*		*		
1194792333	KIM	SIMON	HONOLULU	HI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1696.46		*	12		360	1696.46
1548213796	KIM	STEVE	FORT LEE	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	630	3464.84		*	11		630	3464.84
1710949458	KIM	VERONICA	CHESTERFIELD	MO	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	511	2707.48		*		*		
1770557506	KIM	VLADLEN	LYNDHURST	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		35	1170	6814.96		#		#		
1992746127	KING	DAVID	WASHINGTON	DC	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2507.51		*	13		390	2507.51
1841278546	KING	KRISTY	LINDEN	TN	Registered Nurse	T	LIPITOR	ATORVASTATIN CALCIUM		12	360	2396.88		*	12		360	2396.88
1194795377	KING	KURT	MC MURRAY	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		27	1050	6825.14		*	27		1050	6825.14
1720079148	KING	MARK	FORT WAYNE	IN	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	990	5228.27		*	11		990	5228.27
1063499861	KING	MICHAEL	KINSTON	NC	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2390.68		*	12		360	2390.68
1144390048	KING	RICHARD	MONTEREY	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	870	5011.21		*		*		
1649354309	KINI	DIVYA	DALY CITY	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	435	1702.76		*	11		435	1702.76
1760465470	KINLAND	LEONARD	BRUNSWICK	MD	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1596.41		*	11		330	1596.41
1609895291	KINNEY	KELLY	EAST CORINTH	VT	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	450	2912.75		*	13		450	2912.75
1487750386	KINNUNEN	PAULA	BURLINGTON	MA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		17	750	2592.91		*	17		750	2592.91
1770508608	KINZY	JUDITH	KNOXVILLE	TN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	480	3128.46		*	14		480	3128.46
1093732752	KIOTIS	ALEXANDER	MEDIA	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2602.55		*	13		390	2602.55
1376501965	KIPNES	MARK	SAN ANTONIO	TX	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1497.23		*	11		330	1497.23
1750499844	KIRBY	WILLIAM	BIRMINGHAM	AL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	720	3333.24		*	16		720	3333.24
1902851371	KIRIAZIS	CHRISOULA	CLEARWATER	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1520.18		*	11		330	1520.18
1821067794	KIRKENDALL	MATTHEW	DUBUQUE	IA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1760.86		*	13		390	1760.86
1144289513	KIRKLAND	JOHN	STRATFORD	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	930	5273.42		#		#		
1851377030	KIRKPATRICK	RICHARD	LONGVIEW	WA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2565.01		*	13		390	2565.01
1184651507	KIRSCHBAUM	LISA	LAKE SUCCESS	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	340	1671.62		*	12		340	1671.62
1144306630	KISSOON	SURENDRA	JAMAICA	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2191.94		*	11		330	2191.94
1083750673	KISTLER	CHARLES	COLUMBUS	OH	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2321.41	0		0		0	0
1568671196	KITCHELL	ELLEN	DALLAS	TX	Infectious Disease	S	LIPITOR	ATORVASTATIN CALCIUM		19	570	271.92		*		*		
1457446379	KITCHELL	ROBERT	SEATTLE	WA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	630	3275.99		*	15		630	3275.99
1760462055	KITOS	ROBERT	OCALA	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	870	5476.86		*	17		870	5476.86
1942221072	KIVOWITZ	CHARLES	BEVERLY HILLS	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		55	2190	13359.07		*	55		2190	13359.07
